31703;80.92;13.76;5.32
31704;8.43;30.96;60.61
31705;65.58;20.90;13.52
31706;55.46;25.87;18.67
31707;58.25;24.23;17.52
31708;37.73;37.66;24.60
31709;24.87;45.23;29.90
31710;35.71;39.71;24.58
31711;71.09;17.49;11.42
31712;75.35;15.37;9.28
31713;76.33;16.18;7.49
31715;43.99;35.48;20.53
31716;8.57;27.96;63.47
31717;34.30;38.56;27.14
31718;60.51;23.43;16.05
31719;20.92;24.06;55.02
31720;53.98;26.90;19.11
31721;36.61;38.67;24.72
31722;25.38;43.84;30.77
31723;9.07;29.74;61.19
31724;32.35;41.89;25.76
31725;17.41;20.21;62.37
31740;24.77;43.28;31.95
31728;6.05;32.48;61.46
31729;19.69;30.87;49.44
31730;80.19;12.02;7.79
31731;12.52;22.34;65.14
31732;58.92;25.57;15.51
31733;38.33;36.04;25.63
31734;74.17;16.70;9.14
31735;13.67;24.42;61.92
31736;66.42;21.11;12.47
31737;56.72;25.96;17.31
31738;16.02;24.77;59.21
31739;26.54;44.23;29.23
31741;5.16;36.83;58.01
31742;67.12;18.94;13.94
31743;81.57;12.65;5.78
31744;68.42;18.84;12.74
31745;67.70;22.58;9.72
31746;64.64;20.61;14.74
31747;18.36;33.39;48.25
31748;22.36;31.34;46.29
31749;31.33;40.81;27.87
31750;26.01;44.42;29.57
31751;39.20;37.26;23.54
31752;48.94;41.67;9.38
34582;84.28;10.33;5.39
34583;28.93;40.57;30.50
34584;26.75;44.24;29.01
34585;68.25;25.62;6.13
34586;82.12;11.99;5.90
34587;0.28;4.53;95.20
34588;6.77;19.53;73.69
34589;70.16;24.51;5.33
34590;40.03;36.99;22.98
34591;82.38;12.65;4.97
34592;30.87;42.81;26.31
34593;16.21;25.01;58.78
34594;29.25;25.31;45.45
34595;31.00;21.29;47.71
34596;36.22;39.68;24.10
34597;74.67;15.35;9.98
34598;13.48;30.77;55.75
34599;10.35;20.78;68.87
34600;61.12;30.86;8.03
34601;43.71;18.04;38.25
34602;64.89;29.77;5.33
34603;58.54;30.81;10.64
34604;76.29;14.41;9.29
34605;58.49;27.92;13.59
34606;45.96;35.00;19.04
34607;87.60;8.68;3.71
34608;21.24;33.59;45.17
34609;75.07;16.52;8.41
34610;20.86;44.39;34.75
34611;37.81;38.65;23.54
34612;81.79;11.95;6.26
34613;54.90;27.30;17.80
34614;65.59;21.68;12.73
34615;76.91;17.83;5.26
34616;26.90;44.81;28.29
34617;0.32;4.33;95.35
34618;0.01;0.12;99.87
34619;21.84;40.15;38.02
34620;7.53;15.99;76.47
34621;13.78;20.91;65.31
34972;16.12;30.69;53.20
34973;32.06;42.21;25.73
34974;83.85;12.21;3.94
34975;64.17;21.02;14.82
34976;33.80;38.48;27.72
34977;57.98;25.71;16.30
34978;18.58;31.81;49.61
34979;8.82;30.14;61.05
34980;74.68;15.17;10.15
34981;45.48;32.15;22.36
34982;19.73;41.65;38.61
34983;53.83;27.08;19.09
34984;42.04;34.08;23.88
34985;24.73;40.16;35.11
34986;68.33;18.42;13.24
34987;8.33;24.50;67.17
34988;35.66;38.79;25.55
34989;0.84;13.92;85.24
34990;13.17;20.62;66.22
34991;58.89;24.12;16.99
34992;18.23;35.67;46.10
34993;41.57;35.29;23.14
34994;68.95;17.68;13.38
34995;23.50;45.67;30.83
34996;87.16;8.65;4.19
34997;35.74;39.99;24.27
34998;29.30;40.79;29.91
34999;47.20;32.35;20.45
35000;52.53;27.72;19.74
35001;22.20;46.54;31.26
35002;65.76;20.56;13.68
35003;48.80;30.20;21.01
35004;30.43;42.62;26.95
35005;81.41;12.40;6.19
35006;25.72;43.55;30.73
35007;53.93;26.96;19.11
35008;5.04;36.71;58.25
35009;24.45;40.35;35.20
35010;0.64;10.21;89.15
35011;47.01;30.98;22.01
32665;52.35;28.65;19.00
32666;41.80;35.13;23.07
32667;28.32;43.01;28.67
32668;4.54;35.53;59.93
32669;4.90;29.85;65.25
32670;31.30;41.02;27.68
32671;8.59;28.90;62.51
32672;66.43;20.33;13.24
32673;77.08;15.96;6.96
32674;29.80;42.45;27.74
32675;78.97;16.08;4.95
32676;47.74;32.26;20.01
32677;18.95;45.42;35.64
32678;53.62;28.54;17.84
32679;81.95;11.47;6.58
32680;21.72;46.49;31.79
32681;6.20;28.66;65.14
32682;9.64;18.26;72.10
32683;68.91;26.04;5.05
32684;41.89;35.12;22.99
32685;12.41;20.44;67.15
32686;72.59;16.32;11.09
32687;38.77;36.79;24.44
32688;32.45;42.50;25.05
32689;4.68;25.76;69.55
32690;23.77;43.92;32.31
32691;4.29;36.64;59.07
32692;72.24;16.74;11.02
32693;37.70;37.33;24.97
32694;11.83;17.11;71.06
32695;10.31;20.73;68.97
32696;69.02;19.37;11.61
32697;81.54;14.15;4.31
32698;29.80;41.99;28.21
32699;17.19;32.23;50.58
32700;50.26;30.58;19.16
32701;19.98;40.56;39.46
32702;57.18;26.94;15.87
32703;77.71;15.43;6.87
32704;57.97;26.32;15.71
33119;45.36;32.07;22.56
33120;37.52;39.06;23.42
33121;77.83;14.35;7.81
33122;53.97;27.02;19.01
33123;81.18;13.70;5.12
33124;28.10;42.82;29.09
33125;13.97;22.86;63.18
33126;25.30;41.92;32.79
33127;23.20;45.33;31.47
33128;17.32;27.50;55.18
33129;59.95;24.54;15.51
33130;17.28;27.73;54.98
33131;20.03;44.17;35.80
33132;42.54;33.71;23.75
33133;19.01;28.67;52.32
33134;41.30;35.51;23.19
33135;72.66;17.17;10.17
33136;70.78;17.08;12.14
33137;69.13;18.86;12.01
33138;33.92;39.44;26.64
33139;12.63;24.16;63.21
33140;13.03;21.42;65.55
33141;17.49;24.50;58.00
33142;34.15;39.03;26.82
33143;73.72;16.65;9.63
33144;26.85;41.71;31.44
33145;64.70;22.78;12.52
33146;52.49;27.74;19.77
33147;70.22;18.80;10.98
33148;57.62;26.05;16.33
33149;43.73;33.84;22.44
33150;16.17;19.89;63.94
33151;62.60;23.13;14.27
33152;8.51;27.80;63.69
33153;4.93;37.49;57.58
33154;29.48;42.89;27.63
33155;50.86;30.06;19.08
33156;50.87;29.33;19.80
33157;54.22;27.00;18.78
33158;46.43;32.02;21.54
33159;59.94;24.04;16.03
33160;7.92;27.25;64.83
33161;26.38;43.94;29.67
33162;42.83;33.91;23.25
33459;8.87;21.90;69.23
33460;48.95;30.82;20.24
33461;58.55;25.03;16.42
33462;42.02;36.57;21.41
33463;14.04;17.75;68.21
33464;33.03;40.13;26.84
33474;8.32;6.22;85.46
33475;24.87;44.51;30.62
33476;43.69;33.81;22.50
33465;69.23;18.65;12.12
33466;7.47;23.90;68.62
33467;77.07;19.39;3.54
33468;60.77;23.95;15.28
33469;71.19;17.27;11.54
33470;34.16;39.32;26.53
33471;65.01;21.20;13.80
33472;40.38;36.69;22.92
33473;73.70;19.35;6.95
33477;69.49;19.91;10.60
33478;83.72;9.48;6.80
33479;3.91;33.64;62.45
33480;19.89;28.40;51.71
33481;19.70;37.11;43.19
33482;44.67;33.36;21.97
33483;28.63;41.92;29.45
33484;48.59;31.56;19.85
33485;35.70;38.27;26.03
33486;84.18;11.58;4.24
33487;15.79;24.64;59.57
33488;75.90;15.38;8.72
33489;47.72;32.22;20.06
33490;6.65;25.63;67.72
33491;70.46;25.27;4.27
33492;14.86;21.61;63.53
33493;37.14;38.70;24.16
33494;37.29;37.45;25.26
33823;12.00;9.08;78.92
33824;50.17;29.21;20.62
33825;29.86;40.94;29.20
33826;15.24;22.67;62.09
33827;28.91;41.50;29.59
33828;33.95;37.84;28.20
33829;9.39;23.49;67.12
33830;15.14;19.25;65.60
33831;10.01;27.60;62.39
33832;16.22;23.12;60.66
33833;23.17;36.54;40.29
33834;12.22;22.71;65.07
33835;43.50;33.13;23.37
33836;56.01;26.39;17.60
33837;74.23;16.85;8.92
33838;19.37;23.10;57.53
33839;51.69;28.30;20.02
33840;78.89;10.43;10.69
33841;39.91;35.30;24.79
33842;70.41;19.71;9.88
33843;77.25;14.27;8.48
33844;67.58;26.17;6.26
33845;50.71;28.90;20.39
33846;40.86;34.02;25.13
33847;34.91;8.82;56.28
33848;48.44;30.26;21.30
33849;35.98;37.74;26.28
33850;39.48;35.09;25.42
33851;33.84;37.99;28.17
33852;27.93;39.90;32.18
33853;70.49;19.67;9.84
33854;20.90;31.13;47.97
33855;56.24;26.23;17.53
33856;53.14;27.37;19.48
33857;9.02;31.08;59.90
33858;31.41;40.43;28.16
33859;64.16;20.91;14.93
33860;31.34;40.26;28.40
33861;29.17;39.90;30.93
33862;9.59;23.17;67.24
31148;34.58;39.41;26.00
31149;32.58;40.51;26.91
31150;7.02;22.07;70.92
31151;79.10;13.12;7.78
31152;8.65;23.62;67.73
31153;78.27;15.53;6.19
31154;72.97;16.13;10.90
31155;7.70;31.55;60.75
31156;92.04;6.27;1.69
31157;59.59;24.30;16.11
31158;72.84;17.37;9.78
31159;15.96;39.12;44.91
31160;47.47;31.56;20.96
31161;51.60;28.90;19.50
31162;13.47;22.06;64.47
31163;6.93;22.64;70.43
31164;26.80;4.80;68.40
31165;46.14;31.77;22.09
31166;9.59;21.69;68.72
31167;57.61;25.46;16.93
31168;47.34;31.88;20.77
31169;28.89;44.19;26.92
31170;69.57;25.73;4.69
31171;77.47;14.96;7.57
31172;36.79;34.48;28.73
31173;54.78;26.58;18.64
31174;5.79;31.26;62.95
31175;15.83;37.49;46.68
31176;81.49;12.10;6.41
31177;55.35;27.05;17.60
31178;68.03;20.90;11.07
31179;34.35;39.37;26.28
31180;24.84;48.32;26.84
31181;72.99;16.66;10.35
31182;27.27;46.14;26.59
31183;54.98;26.43;18.59
30842;50.69;29.26;20.05
30843;73.30;16.42;10.28
30844;82.45;11.82;5.73
30845;13.72;21.88;64.41
30846;7.36;29.45;63.20
30847;37.65;38.79;23.56
30848;25.83;41.12;33.04
30849;12.27;21.43;66.30
30850;84.30;10.72;4.98
30851;30.88;41.66;27.46
30852;25.43;41.37;33.20
30853;81.65;12.06;6.29
30854;31.10;39.62;29.28
30855;26.90;41.64;31.45
30856;21.82;46.55;31.63
30857;15.45;24.37;60.17
30858;48.10;30.77;21.13
30859;36.50;36.88;26.62
30860;47.96;30.60;21.44
30861;83.27;11.25;5.49
30862;21.47;28.98;49.55
30863;85.16;10.89;3.95
30864;61.32;22.47;16.21
30865;11.62;20.66;67.72
30866;10.58;22.44;66.99
30867;44.21;32.41;23.39
30868;42.17;33.57;24.26
30869;71.69;18.77;9.54
30870;21.86;42.81;35.33
30871;27.01;41.68;31.31
30872;25.91;41.61;32.48
30873;7.28;29.30;63.43
30874;28.90;40.50;30.60
30875;8.55;26.47;64.98
30876;52.38;28.45;19.17
30877;4.75;35.27;59.98
